doc_id	encoding	sentence	label	sentence_length
6011	utf-8	ọ wepụtakwara remix ya nke ya na edem biakọtara ọnụ wee mee na january	igbo	70
6013	utf-8	fikrət məlikov ci ildə ali məktəbi bitirən gənc mütəxəssis kimi admi̇uda dərs deməyə dəvət olunub	azerbaijani	97
5762	utf-8	s tipi bir sarmal galaksidir	turkish	28
5333	utf-8	say malindong so sakey ya melag ya barangay ed baley nen binmaley ed pangasinan ya popular ed saray mararakep ya furniture na dadayoen ni turista tan residente ed manila	pangasinan	169
287	utf-8	bíonn biolbó go síoraí ag machnamh ar an gcinneadh a rinne sé faoi dheifir i ndiaidh léargas a fháil ar fhiántas an domhain	irish	123
4723	utf-8	la liberia la confina co la siera leon la guinea e la costa davorio	venetian	67
4233	utf-8	the  boys soccer team won the north ii group iv state sectional championship with a − win over westfield high school in the tournament final	english	140
356	utf-8	сарыкларны йортлаштыру берничә юнәлештә барган берәүләр санын арттыру итмай токымнарының тән массасын арттыру йон һәм сөт чыгымын арттыру	tatar	137
1221	utf-8	s asosan piyozchadan usadi	uzbek	26
2807	utf-8	hulle speel in rooi en swart gestreepte truie en hulle tuisveld is sedert  die nelson mandelabaaistadion	afrikaans	104
5730	utf-8	روزنومه‌ دوره‌ئون موختلف دله بعضی وختا چاپ نیی‌یه	mazanderani	49
1161	utf-8	паддзахад — æхсæнады хицауадонполитикон организаци паддзахадон суверенитет къухдариуаджы ’мæ тыхфæлгъуыды аппарат æмæ ма у сæрмагонд барадон уагæвæрд скæнæг нысангонд территорийыл	ossetian	179
529	utf-8	brasov walayatı rumıniyada transilvanya ulkesinde jaylasqan	karakalpak	59
777	utf-8	ông nhắm theo đuổi nhiều mục tiêu trong nhiệm kỳ tổng thống của mình	vietnamese	68
4586	utf-8	allerede i  arbejdede over % af de beskæftigede udenfor landbruget	danish	66
2401	utf-8	ibitabo bitanu bibanza bya bibiliya byitwa iby’amategeko kuko birimo amategeko imana yahaye aba isirayeli ikoresheje mose nubwo harimo n’inkuru yuko byagenze	kinyarwanda	157
6367	utf-8	вихованці школи беруть участь в різноманітних творчих конкурсах і стають призерами і переможцями цих змагань	ukrainian	108
4483	utf-8	ބަޤަރާ  މާނައީ ތިމަން ﷲ މަލާއިކަތުންނަށް އާދަމުގެފާނަށް ސަޖިދަކުރެއްވުމަށް އެންގެވި ހިނދު އެބޭކަލުން ސަޖިދަކުރެއްވިއެވެ	dhivehi	119
2340	utf-8	dominique strausskahn  di aprili  è nòmunu puliticu francisi	sicilian	60
6069	utf-8	pīmāram the vāg atlikt kai punkteņu koordinātuos x = log y = log	latgalian	64
5988	utf-8	علامه سېد د خپلو افکارو، نظرياتو څېړنې او تبليغ لپاره په ځوانه ځوانۍ د هند په لور وخوځېد	pushto	88
5398	utf-8	mája  viac ako    usd čo sa zatiaľ žiadnej inej krajanke nepodarilo	slovak	67
2626	utf-8	велöтчиссез öддьöн повзисö пондiсö саймöтны иисус христосöс и баитiсö «велöтiсьö велöтiсьö мийö погибайтам» иисус христос саймис эз тшöкты пöльтны тöвлö шуöм «дугды» и буря дугдiс и керсис бур погода	komi-permyak	199
3306	utf-8	is craoltóir náisiúnta na héireann raidió teilifís éireann rté a thaispeánann an deiridh gach bliain	irish	100
229	utf-8	муниципалитеттин башчысы — йозеф шецль	kirghiz	38
3188	utf-8	stolëcznym gardã dólnoszląsczégò wòjewództwa je wrocław	kashubian	55
6043	utf-8	हिन्दू धर्मया ग्रन्थय् थ्व थाय् दूगु थाय्यात न्हापानिसें हे ऋषिमुनितेगु तपोभूमिया रुपय् वर्णन यानातःगु दु। ऐतिहासिक वर्णन कथं थ्व थाय् रजौटातेगु अधीनय दूगु गढय् छगूलि ला। लिपा अजय पालया नेतृत्वय् पलिस्था जूगु गढवाल अधिराज्यय् थ्व थाय् लावन। थ्व धुंका नेपाःया एकिकरण अभियानय् थ्व थाय् नेपाःया अधीनय् लावन व येँ केन्द्रित नेपाःया छगू भूभागया रुपय् थ्व थाय् स्थापित जुल। लिपा ब्रिटिसतेसं डिभाइड एण्ड रुलया नीतिकथं गढवालया स्थानीय क्षेत्रीयतेत थःगु पक्षय् कया नेपामि गोर्खा सेनानाप ल्वाकल। थ्व ल्वापूया लिच्वया कथं सुगौली सन्धि जुल व थ्व थाय् नेपाःस्वया पृथक जुल। बिस्तारं ब्रिटिसतेसं थ्व थाय्यात थःगु प्रभावय् काल। ब्रिटिसतेसं भारत त्वते धुंका थ्व थाय् उत्तर प्रदेश राज्यय् लाःवन। लिपा नोभेम्बर  सन् य् थ्व थाय् उत्तराखण्ड राज्यया कुमाँउ विभागय् लावन।	newari	748
5625	utf-8	léirítear fós an cuntas a thug sé ar thuamaí na ceathrún móire	irish	62
1444	utf-8	biel che al somee movisi intal cîl in relazion aes stelis il percors aparent si met in linie cui planets dilunc dal an	friulian	118
362	utf-8	tartu tartu ülikooli kirjastus	estonian	30
3174	utf-8	ოთოლჸუჯე გეოგრაფიულ ინფორმაციას ირზენა xxii ო	mingrelian	45
3859	utf-8	abu ýakup ýusup ibn muhammet assakkaky engabu yaqub yusuf alsakkaki	turkmen	67
5565	utf-8	über die auffahrten reiskirchen oder grünberg besteht anschluss an die a  a  und a  in alle richtungen	german	102
3522	utf-8	წლებში მუშაობდა თბილისის ტრამვაიტროლეიბუსების სამმართველოს სალიანდაგო სამსახურში	georgian	80
4626	utf-8	циљна функција прeдузећа је добит профит	serbian	40
4462	utf-8	in  zeidn ze da ze giengn tope doen met tessenderlo	vlaams	51
1432	utf-8	чыл	tuvan	3
3427	utf-8	— с	ukrainian	3
5345	utf-8	esistía la posibilidá de quel réxime de batista decidiera matar al pilotu y culpar al movimientu encabezáu por castro	asturian	117
5569	utf-8	در زمان حکومت شاه اسماعیل صفوی، کرمانشاه به اشغال سپاهیان سلطان مراد آق قویونلو درآمد اما شاه اسماعیل با دوازده هزار قزلباش به جنگ وی رفت و موفق به بازپس گیری کرمانشاه شد	persian	170
279	utf-8	na wiérzk je bliskô łączba z gbùrską familią ù jaczi mijô snôżi czas mòżnosc pòznaniô zwëków i dzejów òkòlégò gôdka z jinima lëdzama dzelenié sã swòjima jiwrama ë doswiôdczenim	kashubian	176
366	utf-8	그 이후에도 기초 생물학의 여러 분야는 미생물을 모델로 사용하여 왔으나 오히려 균류보다 더 작고 단순한 미생물이다 박테리아류나 바이러스가 분자 생물학이나 유전학의 모델로 사용되는 것이 많아졌다	korean	107
823	utf-8	bučačą sudegino totoriai	lithuanian	24
1029	utf-8	il notis orala poemi dum lua multa voyaji en karelia finlandala e rusiala	ido	73
6674	utf-8	illa es multo intelligente	interlingua	26
3578	utf-8	cadru vekiu plãnguti ti voshopole ti tini vãrnã oarã nu bãnashi cãndu vas creapã topa avlona bots cãntic di vreari muntili fãrshirotslj	aromanian	135
4875	utf-8	wî di medreseyan de xwendiye u ew alim bû	kurdish	41
4184	utf-8	кудымкар	komi-permyak	8
3604	utf-8	inga underarter finns listade i catalogue of life	swedish	49
2668	utf-8	km	pangasinan	2
6189	utf-8	seed orchards دښه تخم لپاره دباغ جوړول له ډيرپخواڅخه داسې ګڼل کيږي چې ديوراتلونکي نبات کيفيت دتخم په کيفيت پورې تړلی دی چې له همدې کبله دښه کيفيت لرونکوتخمونوتوليدته ډيره پاملرنه کيږي	pushto	183
2271	utf-8	bain airport — фурудгоҳи ҳамагона умумӣ бо коди иотои may аст ки як бонди фуруди асфалт дорад ва тӯли бонди он  метр аст	tajik	120
4976	utf-8	ಇದರ ಸಸ್ಯ ಶಾಸ್ತ್ರದ ಹೆಸರುಮೆಸುಯ ಫೆರ್ರೆಯೆmasua ferreae	kannada	50
5768	utf-8	ny haavonny toerana ambany indrindra dia  metatra	malagasy	49
3838	utf-8	selain napa am hirang rancak digunakan sabagai cat ruangan nang lawan cara bujur kada bulih memantulkan cahaya pariannya kamar kadap fotografi atawa bioskop	banjar	156
6401	utf-8	sicondu kepleru luci calori muvimentu armunia di i moti sò a parfizzioni di u mondu è ani un analogu in i facultà di lanima	corsican	123
1877	utf-8	meudeuhab hanafi geupeudöng lé imeum abu hanifah numan bin tsabit lahé thôn  h meuninggai thôn  h di baghdad irak	achinese	113
6364	utf-8	le grant geneva grand genève en francês est un’agllomèracion transfrontaliére arpetana u tôrn de geneva composâ de quatro entitâts que sè trôvont en suisse et en france cen vôt dére le canton de geneva le district de nion diens le payis de vôd por la partia suissa et pués na partia francêsa diens los dèpartaments francês de l’en surtot le payis de gèx et de la savouèd’amont	arpitan	376
4598	utf-8	коми	komi	4
3457	utf-8	ယိုးဒယားအား ပမထအကြိမ် အောင်မြင်ပြီး  နှစ်အကြာ သက္ကရာဇ်  အေဒီ တွင် ဒုတိယအကြိမ်ချီတက်ရန် အကြောင်းဖန်လာသည်။ နန်းကျ ယိုးဒယားမင်းသည် ရဟန်းခံပြီးနောက် ဘုရားဖူးရန်ဟုအကြောင်းပြပြီး ယိုးဒယားသို့ပြန်သွားကာ သားဖြစ်သူ ဗြမဟိန် နှင့်ပူးပေါင်းပြီး ပုန်ကန်တော့သည်။ ထိုသတင်းကို ပိဿလောက်စား ဩယားပိဿလောက် ယိုးဒယားဘုရင်၏ ယောက်ဖ က လာရောက် သတင်းပို့လာသောကြောင့် ဗညားလော၊ ဗညားကျန်း၊ ဗညားပရံတို့အား စစ်တပ်ကြီးဖွဲ့ကာ ယိုးဒယားသို့ ချီစေသည်။ ပိဿလောက်မှရောက်လာသော ဩယားအား စော်ဘွားသောင်ကျည်ဘွဲ့ဖြင့် ထီးဖြူမကိုဋ်ကိုပါပေးသည်။ ပိဿလောက်ကို တပ်များခေါ်ပြီး အခိုင်အလုံနေစေသည်။ ထိုအခါ ယိုးဒယားမင်း သည် လင်ဇင်းမင်းကို ပါခေါ်ပြီး ပိဿလောက်ကို လာရောက် တိုက်ခိုက်သည်။ သို့သော် အခုအခံကောင်းလှသဖြင့် မြို့ကို ကျအောင်မတိုက်နိုင်ပဲရံနေရသည်။	burmese	696
4247	utf-8	قبل سال  میان کی تگزاس آزادا بوسته ، و مکزیک جه سیوا بوبوسته ، خوره ایتا کشور بنام تگزاس جؤموری بو	gilaki	98
1395	utf-8	ಸಮಲೈಂಗಿಕತೆಯ ವರ್ತನೆಯು ಕೇವಲ ಮನುಷ್ಯರಲ್ಲಿ ಮಾತ್ರವಲ್ಲದೆ ಇತರೆ ಹಲವು ಪ್ರಾಣಿ ಪ್ರಭೇದಗಳಲ್ಲಿಯೂ ಇರುವುದು ಸಂಶೋಧನೆಯಿಂದ ಕಂಡುಬಂದಿದೆ	kannada	112
